"Date","Price","Open","High","Low","Vol.","Change %"
"07/29/2024","0.8843","0.8845","0.8847","0.8820","","-0.02%"
"07/28/2024","0.8845","0.8839","0.8845","0.8828","","0.10%"
"07/26/2024","0.8836","0.8817","0.8845","0.8802","","0.24%"
"07/25/2024","0.8815","0.8851","0.8858","0.8776","","-0.41%"
"07/24/2024","0.8851","0.8913","0.8923","0.8828","","-0.66%"
"07/23/2024","0.8910","0.8898","0.8925","0.8888","","0.17%"
"07/22/2024","0.8895","0.8891","0.8903","0.8870","","0.06%"
"07/19/2024","0.8890","0.8873","0.8900","0.8857","","0.17%"
"07/18/2024","0.8875","0.8839","0.8880","0.8819","","0.49%"
"07/17/2024","0.8832","0.8941","0.8947","0.8827","","-1.14%"
"07/16/2024","0.8934","0.8958","0.8979","0.8934","","-0.25%"
"07/15/2024","0.8956","0.8943","0.8973","0.8934","","0.18%"
"07/12/2024","0.8940","0.8965","0.8971","0.8932","","-0.26%"
"07/11/2024","0.8963","0.8997","0.8999","0.8914","","-0.34%"
"07/10/2024","0.8994","0.8978","0.9002","0.8964","","0.19%"
"07/09/2024","0.8977","0.8977","0.8992","0.8968","","0.02%"
"07/08/2024","0.8975","0.8956","0.8979","0.8942","","0.17%"
"07/05/2024","0.8960","0.9001","0.9006","0.8953","","-0.46%"
"07/04/2024","0.9001","0.9011","0.9040","0.8990","","-0.14%"
"07/03/2024","0.9014","0.9035","0.9051","0.8985","","-0.25%"
"07/02/2024","0.9037","0.9028","0.9051","0.9025","","0.10%"
"07/01/2024","0.9028","0.8983","0.9046","0.8978","","0.46%"
"06/28/2024","0.8987","0.8987","0.9010","0.8978","","0.02%"
"06/27/2024","0.8985","0.8971","0.8990","0.8957","","0.14%"
"06/26/2024","0.8972","0.8947","0.8985","0.8943","","0.29%"
"06/25/2024","0.8946","0.8931","0.8953","0.8913","","0.21%"
"06/24/2024","0.8927","0.8942","0.8946","0.8921","","-0.11%"
"06/21/2024","0.8937","0.8916","0.8946","0.8905","","0.29%"
"06/20/2024","0.8911","0.8846","0.8927","0.8831","","0.78%"
"06/19/2024","0.8842","0.8846","0.8856","0.8832","","0.01%"
"06/18/2024","0.8841","0.8895","0.8903","0.8826","","-0.58%"
"06/17/2024","0.8893","0.8899","0.8934","0.8894","","-0.09%"
"06/14/2024","0.8901","0.8937","0.8949","0.8893","","-0.40%"
"06/13/2024","0.8937","0.8943","0.8968","0.8931","","-0.04%"
"06/12/2024","0.8941","0.8973","0.8985","0.8893","","-0.37%"
"06/11/2024","0.8974","0.8965","0.8995","0.8957","","0.12%"
"06/10/2024","0.8963","0.8964","0.8984","0.8953","","0.04%"
"06/07/2024","0.8959","0.8896","0.8974","0.8881","","0.76%"
"06/06/2024","0.8891","0.8938","0.8942","0.8892","","-0.47%"
"06/05/2024","0.8933","0.8902","0.8949","0.8895","","0.40%"
"06/04/2024","0.8897","0.8954","0.8973","0.8884","","-0.65%"
"06/03/2024","0.8955","0.9032","0.9036","0.8950","","-0.71%"
"05/31/2024","0.9019","0.9033","0.9071","0.9002","","-0.14%"
"05/30/2024","0.9032","0.9132","0.9143","0.9031","","-1.11%"
"05/29/2024","0.9133","0.9121","0.9144","0.9111","","0.10%"
"05/28/2024","0.9124","0.9138","0.9145","0.9085","","-0.14%"
"05/27/2024","0.9137","0.9144","0.9154","0.9131","","-0.12%"
"05/24/2024","0.9148","0.9145","0.9161","0.9133","","0.05%"
"05/23/2024","0.9143","0.9156","0.9158","0.9125","","-0.14%"
"05/22/2024","0.9156","0.9111","0.9160","0.9105","","0.49%"
"05/21/2024","0.9111","0.9106","0.9118","0.9086","","0.08%"
"05/20/2024","0.9104","0.9096","0.9110","0.9079","","0.17%"
"05/17/2024","0.9089","0.9061","0.9100","0.9054","","0.32%"
"05/16/2024","0.9060","0.9022","0.9064","0.8988","","0.44%"
"05/15/2024","0.9020","0.9067","0.9071","0.9014","","-0.49%"
"05/14/2024","0.9064","0.9082","0.9103","0.9054","","-0.19%"
"05/13/2024","0.9081","0.9064","0.9089","0.9044","","0.20%"
"05/10/2024","0.9063","0.9060","0.9086","0.9054","","0.03%"
"05/09/2024","0.9060","0.9080","0.9100","0.9054","","-0.19%"
"05/08/2024","0.9077","0.9084","0.9097","0.9072","","-0.06%"
"05/07/2024","0.9082","0.9060","0.9095","0.9056","","0.23%"
"05/06/2024","0.9061","0.9058","0.9068","0.9035","","0.08%"
"05/03/2024","0.9054","0.9103","0.9109","0.9007","","-0.56%"
"05/02/2024","0.9105","0.9160","0.9175","0.9097","","-0.54%"
"05/01/2024","0.9154","0.9194","0.9226","0.9145","","-0.42%"
"04/30/2024","0.9193","0.9106","0.9197","0.9100","","0.99%"
"04/29/2024","0.9103","0.9137","0.9152","0.9087","","-0.42%"
"04/26/2024","0.9141","0.9120","0.9151","0.9096","","0.23%"
"04/25/2024","0.9120","0.9151","0.9158","0.9116","","-0.32%"
"04/24/2024","0.9149","0.9119","0.9154","0.9112","","0.35%"
"04/23/2024","0.9117","0.9117","0.9131","0.9086","","-0.01%"
"04/22/2024","0.9118","0.9107","0.9125","0.9095","","0.20%"
"04/19/2024","0.9100","0.9121","0.9133","0.9011","","-0.23%"
"04/18/2024","0.9121","0.9108","0.9126","0.9081","","0.16%"
"04/17/2024","0.9106","0.9129","0.9134","0.9093","","-0.23%"
"04/16/2024","0.9127","0.9117","0.9143","0.9111","","0.14%"
"04/15/2024","0.9114","0.9122","0.9153","0.9113","","-0.28%"
"04/12/2024","0.9140","0.9100","0.9148","0.9093","","0.46%"
"04/11/2024","0.9098","0.9129","0.9147","0.9074","","-0.35%"
"04/10/2024","0.9130","0.9037","0.9148","0.9025","","1.05%"
"04/09/2024","0.9035","0.9057","0.9060","0.9011","","-0.21%"
"04/08/2024","0.9054","0.9019","0.9067","0.9008","","0.44%"
"04/05/2024","0.9014","0.9013","0.9072","0.8997","","0.01%"
"04/04/2024","0.9013","0.9031","0.9076","0.9008","","-0.18%"
"04/03/2024","0.9029","0.9082","0.9097","0.9027","","-0.54%"
"04/02/2024","0.9078","0.9043","0.9092","0.9039","","0.41%"
"04/01/2024","0.9041","0.9024","0.9058","0.9004","","0.28%"
"03/29/2024","0.9016","0.9013","0.9031","0.9006","","0.00%"
"03/28/2024","0.9016","0.9037","0.9066","0.8999","","-0.23%"
"03/27/2024","0.9037","0.9040","0.9073","0.9032","","-0.01%"
"03/26/2024","0.9038","0.8993","0.9045","0.8988","","0.51%"
"03/25/2024","0.8992","0.8977","0.8997","0.8967","","0.18%"
"03/22/2024","0.8976","0.8977","0.9021","0.8964","","0.01%"
"03/21/2024","0.8975","0.8870","0.8995","0.8838","","1.21%"
"03/20/2024","0.8868","0.8877","0.8920","0.8859","","-0.12%"
"03/19/2024","0.8879","0.8876","0.8900","0.8867","","0.02%"
"03/18/2024","0.8877","0.8832","0.8885","0.8820","","0.48%"
"03/15/2024","0.8835","0.8837","0.8853","0.8819","","-0.03%"
"03/14/2024","0.8838","0.8789","0.8842","0.8781","","0.58%"
"03/13/2024","0.8787","0.8774","0.8791","0.8766","","0.21%"
"03/12/2024","0.8769","0.8777","0.8796","0.8747","","-0.07%"
"03/11/2024","0.8775","0.8777","0.8795","0.8755","","0.00%"
"03/08/2024","0.8775","0.8780","0.8784","0.8729","","0.00%"
"03/07/2024","0.8775","0.8821","0.8828","0.8771","","-0.50%"
"03/06/2024","0.8819","0.8835","0.8857","0.8803","","-0.15%"
"03/05/2024","0.8832","0.8844","0.8867","0.8824","","-0.17%"
"03/04/2024","0.8847","0.8841","0.8866","0.8805","","0.16%"
"03/01/2024","0.8833","0.8845","0.8893","0.8828","","-0.12%"
"02/29/2024","0.8844","0.8788","0.8849","0.8778","","0.66%"
"02/28/2024","0.8786","0.8790","0.8816","0.8783","","0.03%"
"02/27/2024","0.8783","0.8801","0.8812","0.8784","","-0.17%"
"02/26/2024","0.8798","0.8813","0.8824","0.8788","","-0.15%"
"02/23/2024","0.8811","0.8803","0.8820","0.8781","","0.11%"
"02/22/2024","0.8801","0.8796","0.8823","0.8742","","0.08%"
"02/21/2024","0.8794","0.8819","0.8825","0.8788","","-0.27%"
"02/20/2024","0.8818","0.8824","0.8839","0.8785","","-0.03%"
"02/19/2024","0.8821","0.8804","0.8830","0.8796","","0.18%"
"02/16/2024","0.8805","0.8796","0.8841","0.8795","","0.07%"
"02/15/2024","0.8799","0.8859","0.8863","0.8783","","-0.67%"
"02/14/2024","0.8858","0.8869","0.8887","0.8846","","-0.14%"
"02/13/2024","0.8870","0.8757","0.8882","0.8753","","1.30%"
"02/12/2024","0.8756","0.8750","0.8773","0.8726","","0.13%"
"02/09/2024","0.8745","0.8742","0.8763","0.8730","","0.10%"
"02/08/2024","0.8736","0.8746","0.8763","0.8723","","-0.08%"
"02/07/2024","0.8743","0.8698","0.8755","0.8687","","0.55%"
"02/06/2024","0.8695","0.8706","0.8742","0.8690","","-0.11%"
"02/05/2024","0.8705","0.8662","0.8720","0.8659","","0.47%"
"02/02/2024","0.8664","0.8580","0.8681","0.8553","","1.05%"
"02/01/2024","0.8574","0.8615","0.8651","0.8571","","-0.43%"
"01/31/2024","0.8611","0.8620","0.8644","0.8551","","-0.06%"
"01/30/2024","0.8616","0.8613","0.8644","0.8607","","0.06%"
"01/29/2024","0.8611","0.8655","0.8659","0.8606","","-0.38%"
"01/26/2024","0.8644","0.8670","0.8687","0.8615","","-0.27%"
"01/25/2024","0.8667","0.8630","0.8686","0.8624","","0.46%"
"01/24/2024","0.8627","0.8702","0.8710","0.8606","","-0.86%"
"01/23/2024","0.8702","0.8691","0.8730","0.8650","","0.14%"
"01/22/2024","0.8690","0.8688","0.8702","0.8666","","0.06%"
"01/19/2024","0.8685","0.8681","0.8705","0.8676","","0.06%"
"01/18/2024","0.8680","0.8644","0.8696","0.8633","","0.44%"
"01/17/2024","0.8642","0.8612","0.8687","0.8607","","0.31%"
"01/16/2024","0.8615","0.8561","0.8621","0.8554","","0.71%"
"01/15/2024","0.8554","0.8518","0.8564","0.8516","","0.38%"
"01/12/2024","0.8522","0.8521","0.8552","0.8487","","0.05%"
"01/11/2024","0.8518","0.8511","0.8567","0.8490","","0.12%"
"01/10/2024","0.8508","0.8525","0.8536","0.8506","","-0.16%"
"01/09/2024","0.8522","0.8481","0.8533","0.8464","","0.51%"
"01/08/2024","0.8479","0.8501","0.8522","0.8460","","-0.22%"
"01/05/2024","0.8498","0.8502","0.8577","0.8454","","-0.02%"
"01/04/2024","0.8500","0.8492","0.8531","0.8476","","0.12%"
"01/03/2024","0.8490","0.8498","0.8556","0.8488","","-0.11%"
"01/02/2024","0.8499","0.8412","0.8508","0.8400","","1.03%"
"01/01/2024","0.8412","0.8417","0.8417","0.8413","","-0.04%"
"12/29/2023","0.8415","0.8449","0.8452","0.8356","","-0.34%"
"12/28/2023","0.8444","0.8425","0.8453","0.8332","","0.18%"
"12/27/2023","0.8429","0.8537","0.8551","0.8408","","-1.23%"
"12/26/2023","0.8534","0.8548","0.8582","0.8530","","-0.33%"
"12/25/2023","0.8562","0.8557","0.8568","0.8557","","0.08%"
"12/22/2023","0.8555","0.8567","0.8575","0.8514","","-0.07%"
"12/21/2023","0.8561","0.8626","0.8634","0.8559","","-0.75%"
"12/20/2023","0.8626","0.8610","0.8652","0.8601","","0.21%"
"12/19/2023","0.8608","0.8672","0.8680","0.8593","","-0.72%"
"12/18/2023","0.8670","0.8702","0.8712","0.8666","","-0.37%"
"12/15/2023","0.8702","0.8672","0.8713","0.8651","","0.32%"
"12/14/2023","0.8674","0.8717","0.8733","0.8630","","-0.47%"
"12/13/2023","0.8715","0.8754","0.8781","0.8690","","-0.41%"
"12/12/2023","0.8751","0.8785","0.8790","0.8724","","-0.36%"
"12/11/2023","0.8783","0.8802","0.8817","0.8778","","-0.15%"
"12/08/2023","0.8796","0.8752","0.8822","0.8741","","0.54%"
"12/07/2023","0.8749","0.8747","0.8784","0.8727","","0.06%"
"12/06/2023","0.8744","0.8750","0.8762","0.8729","","-0.05%"
"12/05/2023","0.8748","0.8727","0.8767","0.8713","","0.25%"
"12/04/2023","0.8726","0.8691","0.8757","0.8666","","0.38%"
"12/01/2023","0.8693","0.8752","0.8770","0.8679","","-0.66%"
"11/30/2023","0.8751","0.8739","0.8773","0.8684","","0.14%"
"11/29/2023","0.8739","0.8778","0.8785","0.8719","","-0.47%"
"11/28/2023","0.8780","0.8802","0.8820","0.8760","","-0.25%"
"11/27/2023","0.8802","0.8825","0.8830","0.8794","","-0.25%"
"11/24/2023","0.8824","0.8842","0.8850","0.8810","","-0.20%"
"11/23/2023","0.8842","0.8836","0.8859","0.8816","","0.06%"
"11/22/2023","0.8837","0.8837","0.8876","0.8820","","0.03%"
"11/21/2023","0.8834","0.8851","0.8854","0.8819","","-0.16%"
"11/20/2023","0.8848","0.8866","0.8869","0.8826","","-0.08%"
"11/17/2023","0.8855","0.8888","0.8895","0.8852","","-0.34%"
"11/16/2023","0.8885","0.8881","0.8901","0.8853","","0.07%"
"11/15/2023","0.8879","0.8891","0.8905","0.8855","","-0.12%"
"11/14/2023","0.8890","0.9017","0.9028","0.8878","","-1.40%"
"11/13/2023","0.9016","0.9028","0.9054","0.9007","","-0.12%"
"11/10/2023","0.9027","0.9031","0.9047","0.9002","","0.00%"
"11/09/2023","0.9027","0.8992","0.9043","0.8986","","0.40%"
"11/08/2023","0.8991","0.9002","0.9025","0.8976","","-0.10%"
"11/07/2023","0.9000","0.8993","0.9021","0.8986","","0.12%"
"11/06/2023","0.8989","0.8989","0.8999","0.8953","","0.01%"
"11/03/2023","0.8988","0.9065","0.9075","0.8965","","-0.81%"
"11/02/2023","0.9061","0.9077","0.9083","0.9017","","-0.18%"
"11/01/2023","0.9077","0.9105","0.9114","0.9071","","-0.30%"
"10/31/2023","0.9104","0.9018","0.9108","0.9008","","0.95%"
"10/30/2023","0.9018","0.9021","0.9050","0.9006","","-0.02%"
"10/27/2023","0.9020","0.8987","0.9036","0.8981","","0.38%"
"10/26/2023","0.8986","0.8967","0.9006","0.8963","","0.21%"
"10/25/2023","0.8967","0.8932","0.8971","0.8920","","0.39%"
"10/24/2023","0.8932","0.8911","0.8952","0.8888","","0.27%"
"10/23/2023","0.8908","0.8922","0.8959","0.8905","","-0.10%"
"10/20/2023","0.8917","0.8913","0.8936","0.8902","","0.06%"
"10/19/2023","0.8912","0.8989","0.9003","0.8908","","-0.86%"
"10/18/2023","0.8989","0.9002","0.9010","0.8954","","-0.13%"
"10/17/2023","0.9001","0.8999","0.9033","0.8989","","0.02%"
"10/16/2023","0.8999","0.9019","0.9044","0.8995","","-0.23%"
"10/13/2023","0.9020","0.9086","0.9090","0.9002","","-0.68%"
"10/12/2023","0.9082","0.9018","0.9089","0.8986","","0.70%"
"10/11/2023","0.9019","0.9044","0.9056","0.9002","","-0.27%"
"10/10/2023","0.9043","0.9067","0.9085","0.9033","","-0.24%"
"10/09/2023","0.9065","0.9105","0.9125","0.9049","","-0.37%"
"10/06/2023","0.9099","0.9123","0.9177","0.9072","","-0.24%"
"10/05/2023","0.9121","0.9171","0.9183","0.9121","","-0.53%"
"10/04/2023","0.9170","0.9209","0.9233","0.9143","","-0.41%"
"10/03/2023","0.9208","0.9183","0.9245","0.9173","","0.29%"
"10/02/2023","0.9181","0.9147","0.9196","0.9110","","0.35%"
"09/29/2023","0.9149","0.9150","0.9165","0.9090","","0.01%"
"09/28/2023","0.9148","0.9213","0.9218","0.9146","","-0.68%"
"09/27/2023","0.9211","0.9158","0.9226","0.9148","","0.61%"
"09/26/2023","0.9155","0.9121","0.9161","0.9115","","0.39%"
"09/25/2023","0.9119","0.9064","0.9136","0.9061","","0.55%"
"09/22/2023","0.9069","0.9042","0.9077","0.9037","","0.29%"
"09/21/2023","0.9043","0.8986","0.9080","0.8983","","0.66%"
"09/20/2023","0.8984","0.8981","0.8997","0.8931","","0.10%"
"09/19/2023","0.8975","0.8972","0.8985","0.8947","","0.07%"
"09/18/2023","0.8969","0.8965","0.8984","0.8953","","-0.06%"
"09/15/2023","0.8974","0.8953","0.8978","0.8945","","0.21%"
"09/14/2023","0.8955","0.8932","0.8972","0.8913","","0.21%"
"09/13/2023","0.8936","0.8911","0.8954","0.8906","","0.28%"
"09/12/2023","0.8911","0.8908","0.8935","0.8901","","0.04%"
"09/11/2023","0.8907","0.8919","0.8929","0.8896","","-0.28%"
"09/08/2023","0.8932","0.8929","0.8938","0.8894","","0.06%"
"09/07/2023","0.8927","0.8915","0.8942","0.8909","","0.20%"
"09/06/2023","0.8909","0.8892","0.8946","0.8881","","0.17%"
"09/05/2023","0.8894","0.8843","0.8905","0.8840","","0.60%"
"09/04/2023","0.8841","0.8860","0.8863","0.8832","","-0.17%"
"09/01/2023","0.8856","0.8834","0.8864","0.8795","","0.28%"
"08/31/2023","0.8831","0.8781","0.8847","0.8771","","0.59%"
"08/30/2023","0.8779","0.8785","0.8805","0.8745","","-0.02%"
"08/29/2023","0.8781","0.8836","0.8860","0.8774","","-0.62%"
"08/28/2023","0.8836","0.8851","0.8855","0.8817","","-0.10%"
"08/25/2023","0.8845","0.8845","0.8878","0.8821","","0.01%"
"08/24/2023","0.8844","0.8781","0.8853","0.8759","","0.76%"
"08/23/2023","0.8777","0.8804","0.8818","0.8773","","-0.27%"
"08/22/2023","0.8801","0.8787","0.8810","0.8765","","0.20%"
"08/21/2023","0.8783","0.8821","0.8830","0.8780","","-0.36%"
"08/18/2023","0.8815","0.8784","0.8829","0.8773","","0.38%"
"08/17/2023","0.8782","0.8802","0.8811","0.8760","","-0.20%"
"08/16/2023","0.8800","0.8785","0.8816","0.8774","","0.23%"
"08/15/2023","0.8780","0.8784","0.8799","0.8744","","-0.01%"
"08/14/2023","0.8781","0.8763","0.8829","0.8755","","0.16%"
"08/11/2023","0.8767","0.8769","0.8781","0.8734","","0.01%"
"08/10/2023","0.8766","0.8774","0.8778","0.8690","","-0.06%"
"08/09/2023","0.8771","0.8759","0.8784","0.8731","","0.19%"
"08/08/2023","0.8754","0.8727","0.8784","0.8719","","0.37%"
"08/07/2023","0.8722","0.8726","0.8775","0.8718","","-0.06%"
"08/04/2023","0.8727","0.8741","0.8784","0.8698","","-0.16%"
"08/03/2023","0.8741","0.8776","0.8799","0.8733","","-0.40%"
"08/02/2023","0.8776","0.8754","0.8807","0.8716","","0.29%"
"08/01/2023","0.8751","0.8719","0.8779","0.8707","","0.38%"
"07/31/2023","0.8718","0.8699","0.8731","0.8665","","0.23%"
"07/28/2023","0.8698","0.8692","0.8737","0.8661","","0.13%"
"07/27/2023","0.8687","0.8608","0.8701","0.8552","","0.94%"
"07/26/2023","0.8606","0.8634","0.8658","0.8597","","-0.35%"
"07/25/2023","0.8636","0.8698","0.8704","0.8636","","-0.70%"
"07/24/2023","0.8697","0.8663","0.8701","0.8637","","0.46%"
"07/21/2023","0.8657","0.8672","0.8674","0.8640","","-0.12%"
"07/20/2023","0.8667","0.8586","0.8686","0.8561","","0.97%"
"07/19/2023","0.8584","0.8581","0.8615","0.8566","","0.14%"
"07/18/2023","0.8572","0.8605","0.8610","0.8555","","-0.38%"
"07/17/2023","0.8605","0.8616","0.8632","0.8578","","-0.14%"
"07/14/2023","0.8617","0.8590","0.8632","0.8565","","0.36%"
"07/13/2023","0.8586","0.8674","0.8679","0.8582","","-1.01%"
"07/12/2023","0.8674","0.8795","0.8802","0.8659","","-1.35%"
"07/11/2023","0.8793","0.8853","0.8865","0.8791","","-0.67%"
"07/10/2023","0.8852","0.8895","0.8920","0.8851","","-0.34%"
"07/07/2023","0.8882","0.8953","0.8972","0.8875","","-0.76%"
"07/06/2023","0.8950","0.8989","0.8999","0.8950","","-0.41%"
"07/05/2023","0.8987","0.8971","0.8996","0.8961","","0.22%"
"07/04/2023","0.8967","0.8967","0.8978","0.8946","","0.03%"
"07/03/2023","0.8964","0.8947","0.9006","0.8940","","0.12%"
"06/30/2023","0.8953","0.8994","0.9018","0.8935","","-0.44%"
"06/29/2023","0.8993","0.8970","0.9003","0.8943","","0.28%"
"06/28/2023","0.8968","0.8938","0.8989","0.8931","","0.36%"
"06/27/2023","0.8936","0.8960","0.8972","0.8924","","-0.22%"
"06/26/2023","0.8956","0.8975","0.8975","0.8911","","-0.19%"
"06/23/2023","0.8973","0.8954","0.9015","0.8945","","0.28%"
"06/22/2023","0.8948","0.8931","0.8975","0.8906","","0.20%"
"06/21/2023","0.8930","0.8978","0.8999","0.8920","","-0.55%"
"06/20/2023","0.8979","0.8963","0.9002","0.8952","","0.27%"
"06/19/2023","0.8955","0.8945","0.8976","0.8932","","0.20%"
"06/16/2023","0.8937","0.8918","0.8950","0.8901","","0.21%"
"06/15/2023","0.8918","0.9011","0.9057","0.8907","","-1.02%"
"06/14/2023","0.9010","0.9053","0.9061","0.8964","","-0.44%"
"06/13/2023","0.9050","0.9089","0.9092","0.9032","","-0.44%"
"06/12/2023","0.9090","0.9039","0.9111","0.9014","","0.58%"
"06/09/2023","0.9038","0.8988","0.9041","0.8984","","0.60%"
"06/08/2023","0.8984","0.9101","0.9108","0.8986","","-1.31%"
"06/07/2023","0.9103","0.9078","0.9109","0.9043","","0.32%"
"06/06/2023","0.9074","0.9066","0.9099","0.9033","","0.14%"
"06/05/2023","0.9061","0.9087","0.9121","0.9051","","-0.31%"
"06/02/2023","0.9089","0.9056","0.9094","0.9035","","0.40%"
"06/01/2023","0.9053","0.9110","0.9117","0.9053","","-0.57%"
"05/31/2023","0.9105","0.9057","0.9150","0.9054","","0.55%"
"05/30/2023","0.9055","0.9042","0.9085","0.9014","","0.15%"
"05/29/2023","0.9041","0.9058","0.9064","0.9026","","-0.13%"
"05/26/2023","0.9053","0.9057","0.9076","0.9018","","-0.02%"
"05/25/2023","0.9055","0.9050","0.9075","0.9038","","0.10%"
"05/24/2023","0.9046","0.9011","0.9068","0.9004","","0.41%"
"05/23/2023","0.9009","0.8981","0.9031","0.8974","","0.36%"
"05/22/2023","0.8977","0.9003","0.9004","0.8940","","-0.21%"
"05/19/2023","0.8996","0.9052","0.9061","0.8974","","-0.64%"
"05/18/2023","0.9054","0.8985","0.9064","0.8979","","0.75%"
"05/17/2023","0.8987","0.8967","0.9026","0.8949","","0.27%"
"05/16/2023","0.8963","0.8960","0.8971","0.8919","","0.08%"
"05/15/2023","0.8956","0.8969","0.8989","0.8942","","-0.27%"
"05/12/2023","0.8980","0.8944","0.8991","0.8896","","0.41%"
